"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_d36b0e1054ad","Can_de2dcc1a","En_05dc29e6","has_earliest_record_in","has_earliest_attested_in","Indicates the cultural or geographic context in which a narrative or tradition has its earliest known recorded or attested form.","narrative_origin_relation","TEMPORALITY","origin","0.9","Refers to the general Cinderella story whose earliest known version is located in ancient Greece.","The text: ""The earliest known version of the Cinderella story can be traced back to ancient Greece"" connects the Cinderella narrative tradition to that location/time.","Relation represents the tradition-level earliest record, distinct from the specific Rhodopis tale node.","The earliest known version of the Cinderella story can be traced back to ancient Greece","Ch_000002","{
 ""TemporalQualifier"": ""ancient period; earlier than other cultural variants told for centuries"",
 ""SpatialQualifier"": ""ancient Greece"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""earliest known (may change with new evidence)"",
 ""CausalHint"": ""can be traced back to"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Scope: within various forms across different cultures for centuries""
}","The Cinderella story tradition has its earliest known recorded version in ancient Greece."
"RelR_400c07f3c106","Can_de2dcc1a","En_b7016aaf","persists_over_time","persists_over_time","Indicates that an entity, concept, or practice continues to exist or remain relevant over an extended period of time.","temporal_persistence_relation","TEMPORALITY","temporal","0.78","While not numerically anchored, ""for centuries"" implies a long-standing tradition before and beyond Grimms.","""Cinderella"" is described as ""a tale that has been told in various forms across different cultures for centuries."" The existing time entity provides a nearby temporal anchor.","Relation mainly created to capture the long-duration qualifier ""for centuries""; mapping to specific period node is approximate.","""Cinderella"" is a tale that has been told in various forms across different cultures for centuries.","Ch_000002","{
 ""TemporalQualifier"": ""for centuries (long before and after early 19th century)"",
 ""SpatialQualifier"": ""across different cultures"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""for"",
 ""OtherQualifier"": ""NarrativeStatus: widespread, multi-cultural variants""
}","The Cinderella fairytale has been told for centuries, predating the early 19th century Grimms' work."
"RelR_27242e3173c2","Can_de2dcc1a","En_f128297d","has_canonical_version","has_version","Indicates that the subject narrative has the object as one of its specific versions or variants.","narrative_version_relation","IDENTITY","versioning","0.95","Direction chosen from work (Cinderella) to specific version (Perrault's version).","The text explicitly states that the version of Cinderella most people know today is the one by Perrault.","","The version of Cinderella that most people are familiar with today is the one published by Charles Perrault in 1697.","Ch_000003","{
 ""TemporalQualifier"": ""today"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""FamiliarityStatus: most people are familiar with this version""
}","The Cinderella fairytale’s most familiar modern form is identified with Perrault's 1697 version."
"RelR_32440e2217fa","En_d3e399de","En_f128297d","authored","is_author_of","Connects a creator/author (person or group) to a specific literary work or collection for which they are primarily responsible.","creative_work_creation_relation","CREATION","authorship","0.96","Modeled as author → work, even though text says 'published by'.","The phrase clearly attributes the 1697 Cinderella version to Charles Perrault.","Publication role is treated as authorship for KG simplicity.","…the one published by Charles Perrault in 1697.","Ch_000003","{
 ""TemporalQualifier"": ""in 1697"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Role: publisher-author""
}","Charles Perrault is the author/publisher of the 1697 Cinderella version."
"RelR_07b24de19070","En_f128297d","En_97459137","introduces_narrative_element","introduces_story_element","Indicates that a specific version or retelling of a story is responsible for introducing a particular narrative element (character, object, or constraint) into the Cinderella tradition.","narrative_element_innovation_relation","CAUSALITY","composition","0.97","Version as container of newly introduced elements.","The sentence states that Perrault's version introduced iconic elements, explicitly naming the fairy godmother.","","Perrault's version introduced iconic elements such as the fairy godmother…","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""introduced"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ElementStatus: iconic""
}","Perrault's version of Cinderella introduced the fairy godmother as a key story element."
"RelR_9802cba716e3","En_f128297d","En_fc33f3aa","introduces_narrative_element","introduces_story_element","Indicates that a specific version or retelling of a story is responsible for introducing a particular narrative element (character, object, or constraint) into the Cinderella tradition.","narrative_element_innovation_relation","CAUSALITY","composition","0.97","Same introduction relation as other listed elements.","Glass slipper is explicitly listed among the iconic elements introduced by Perrault's version.","","Perrault's version introduced iconic elements such as … the glass slipper…","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""introduced"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ElementStatus: iconic""
}","Perrault's Cinderella version introduced the glass slipper as a central object."
"RelR_bd5f360b25ef","En_f128297d","En_ff08d150","introduces_narrative_element","introduces_story_element","Indicates that a specific version or retelling of a story is responsible for introducing a particular narrative element (character, object, or constraint) into the Cinderella tradition.","narrative_element_innovation_relation","CAUSALITY","composition","0.97","Stroke of midnight treated as a narrative element introduced by this version.","Stroke of midnight is named alongside other iconic elements introduced by Perrault's version.","","…introduced iconic elements such as the fairy godmother, the glass slipper, and the stroke of midnight.","Ch_000003","{
 ""TemporalQualifier"": ""stroke of midnight (within story world)"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": ""Marks end of magical transformation in narrative"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""introduced"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ElementStatus: iconic""
}","Perrault's Cinderella version established the stroke of midnight as a key temporal constraint in the story."
"RelR_4124cf30863b","En_379003c8","Can_1744b5e1","is_variation_of","is_version_of","Indicates that the subject narrative or tradition is a version or variant of the object narrative, sharing core plot identity with possible differences in period, culture, time, or other features.","narrative_version_relation","IDENTITY","versioning","0.93","Direction: specific cultural traditions → overarching tale.","The story of Snow White is said to be found as different variations in folklore, including German traditions.","","…variations in folklore from various cultures, including German… traditions.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""German folklore traditions"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""including"",
 ""OtherQualifier"": ""CulturalScope: German""
}","German Snow White folklore traditions are described as variations of the Snow White story."
"RelR_a6e3421eb0c3","En_08921a8a","Can_1744b5e1","is_variation_of","is_version_of","Indicates that the subject narrative or tradition is a version or variant of the object narrative, sharing core plot identity with possible differences in period, culture, time, or other features.","narrative_version_relation","IDENTITY","versioning","0.93","Modeled as cultural variants related to a core tale.","Italian traditions are listed among the cultures where variations of the Snow White story are found.","","…variations in folklore from various cultures, including German, Italian, and Slavic traditions.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""Italian folklore traditions"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""including"",
 ""OtherQualifier"": ""CulturalScope: Italian""
}","Italian Snow White folklore traditions represent Italian variations of the Snow White tale."
"RelR_dd76c029da3c","En_bd2b4377","Can_1744b5e1","is_variation_of","is_version_of","Indicates that the subject narrative or tradition is a version or variant of the object narrative, sharing core plot identity with possible differences in period, culture, time, or other features.","narrative_version_relation","IDENTITY","versioning","0.93","Again, specific regional tradition mapped to core narrative.","Slavic traditions are explicitly mentioned among the folklore variations of Snow White.","","…variations in folklore from various cultures, including German, Italian, and Slavic traditions.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""Slavic folklore traditions"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""including"",
 ""OtherQualifier"": ""CulturalScope: Slavic""
}","Slavic Snow White folklore traditions are Slavic variants of the Snow White story."
"RelR_0b82932f38f5","Can_4f769866","Can_1744b5e1","collected","collects_story","Links a collector or editor (e.g., the Brothers Grimm) to an individual tale or story that they gathered or recorded as part of a larger body of work, without implying original authorship.","textual_collection_relation","AGENCY","collection","0.96","Collector (Grimm) as subject, collected tale (Snow White) as object.","The text states the most well-known version of Snow White is the one collected by the Brothers Grimm.","","The most well-known version of ""Snow White"" is the one collected by the Brothers Grimm…","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""is"",
 ""OtherQualifier"": ""VersionStatus: most well-known version""
}","The Brothers Grimm collected a particular version of the Snow White tale."
"RelR_749e972e7db6","Can_4f769866","Can_6fe8d6d0","authored_collection","is_author_of","Connects a creator/author (person or group) to a specific literary work or collection for which they are primarily responsible.","creative_work_creation_relation","CREATION","authorship","0.9","The collection referred to is interpreted as Grimm's Fairy Tales.","The text notes Snow White was published in the Brothers Grimm's fairy tale collection, aligning with Grimm's Fairy Tales.","Assumes 'their fairy tale collection' refers to Grimm's Fairy Tales.","…the one collected by the Brothers Grimm and published in their fairy tale collection.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""implicitly identified; title not stated verbatim"",
 ""CausalHint"": null,
 ""LogicalMarker"": ""in"",
 ""OtherQualifier"": null
}","The Brothers Grimm are responsible for the fairy tale collection identified as Grimm's Fairy Tales."
"RelR_025a379931ae","Can_6fe8d6d0","Can_1744b5e1","includes_story","includes_item","Indicates that a collection, corpus, or set includes the referenced item or work as one of its members.","membership_relation","ASSOCIATION","containment","0.95","Collection (Grimm's Fairy Tales) modeled as containing the tale Snow White.","Snow White is said to be published in the Brothers Grimm's fairy tale collection.","","…Snow White"" is the one collected by the Brothers Grimm and published in their fairy tale collection.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""in"",
 ""OtherQualifier"": ""CollectionType: fairy tale collection""
}","Grimm's Fairy Tales includes Snow White as one of the stories in the collection."
"RelR_b52497bb3679","Can_0708292b","Can_7eed65e8","is_stepmother_of","is_stepmother_of","Indicates that the subject is the stepmother of the object, a specific parental role established through marriage rather than birth.","family_relationship_relation","SOCIAL_RELATIONSHIP","familial role","0.97","Direction chosen from parent (Evil Queen) to child (Snow White).","The text explicitly calls the evil queen Snow White's wicked stepmother.","","her wicked stepmother, the evil queen.","Ch_000004","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""MoralAttribute: wicked""
}","The Evil Queen is described as the wicked stepmother of Snow White."
"RelR_fd1b47d5a7fc","Can_0708292b","Can_7eed65e8","threatens","poses_threat_to","Subject poses a danger or harmful intent toward the object, creating an antagonistic or threatening situation.","adversarial_interaction_relation","INTERACTION","antagonistic","0.86","Direction from antagonist (Evil Queen) to target (Snow White).","Snow White is forced to flee to escape her wicked stepmother, implying threat or harm from the queen.","","Snow White is a beautiful princess who is forced to flee into the forest to escape her wicked stepmother","Ch_000004","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""toward the forest"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""to escape her wicked stepmother"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""to escape"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The Evil Queen threatens Snow White, forcing her to flee into the forest."
"RelR_a616fb467ec9","Can_7eed65e8","En_4ee29576","moves_to","moves_into","The subject moves into or enters the object location.","spatial_movement_relation","SPATIALITY","spatial movement","0.98","Direction from moving character to destination location.","The sentence states Snow White is forced to flee into the forest.","","Snow White is a beautiful princess who is forced to flee into the forest","Ch_000004","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""into the forest"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""to escape her wicked stepmother"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""to escape"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Snow White flees into the forest."
"RelR_40d556ff4c08","En_752801af","Can_7eed65e8","helps","assists","Indicates that the subject provides help or support to the object in achieving a goal or facing a challenge.","interpersonal_support_relation","INTERACTION","assistance","0.97","Helper (dwarfs) as subject assisting Snow White.","Phrase 'With the help of seven dwarfs, Snow White ultimately triumphs...' shows assistance.","","With the help of seven dwarfs, Snow White ultimately triumphs over the queen's jealousy","Ch_000004","{
 ""TemporalQualifier"": ""during her conflict with the evil queen"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""With the help of"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The seven dwarfs help Snow White in her struggle against the Evil Queen."
"RelR_3405549cbacf","Can_7eed65e8","En_92be3881","overcomes","overcomes","Indicates that the subject successfully prevails over or defeats the obstacle, threat, or negative state represented by the object.","conflict_outcome_relation","CAUSALITY","conflict outcome","0.94","Agent overcoming a negative narrative state.","The text states Snow White 'ultimately triumphs over the queen's jealousy.'","","Snow White ultimately triumphs over the queen's jealousy","Ch_000004","{
 ""TemporalQualifier"": ""ultimately"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""after assistance from seven dwarfs"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Snow White ultimately triumphs over the Evil Queen's jealousy."
"RelR_e2bca4400399","Can_0708292b","En_92be3881","feels_emotion","experiences_emotion","The subject character experiences, feels, or harbors the specified emotion or emotional state.","psychological_state_relation","PSYCHOLOGICAL_STATE","psychological state","0.9","Emotion (jealousy) associated with its bearer, the queen.","The phrase 'the queen's jealousy' attributes this jealousy to the evil queen.","","Snow White ultimately triumphs over the queen's jealousy","Ch_000004","{
 ""TemporalQualifier"": ""during the events of the story"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""in relation to Snow White"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The Evil Queen harbors jealousy, specifically the 'queen's jealousy.'"
"RelR_a2b1c11cdd3a","Can_7eed65e8","En_10631036","achieves_state","attains_state","Indicates that the subject reaches or comes to be in the narrative or psychological state represented by the object.","narrative_progression_relation","CAUSALITY","narrative outcome","0.96","Direction from character to narrative end state.","The text says Snow White 'finds her happily ever after.'","","Snow White ultimately triumphs over the queen's jealousy and finds her happily ever after","Ch_000004","{
 ""TemporalQualifier"": ""at the end of the story"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""after triumphing over the queen's jealousy"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""after"",
 ""OtherQualifier"": null
}","Snow White attains a 'happily ever after' state."
"RelR_acafeee7a203","Can_7eed65e8","En_38e329c9","unites_with","forms_romantic_union_with","Indicates that the subject enters into a romantic or marital union or partnership with the object within the narrative.","interpersonal_relationship_relation","SOCIAL_RELATIONSHIP","relationship","0.93","Direction from Snow White toward the partner she ends up with.","She 'finds her happily ever after with a handsome prince.'","","finds her happily ever after with a handsome prince.","Ch_000004","{
 ""TemporalQualifier"": ""in her happily ever after"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""with"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Snow White's happily ever after is shared with a handsome prince."
"RelR_be535889a123","En_1dd2bdb1","Can_356acc7b","categorizes","classifies","Indicates that the subject category or label is used to classify or categorize the object entity as belonging to that category.","genre_and_category_relation","IDENTITY","classification","0.95","Category (classic fairytale) applied to the specific tale.","The sentence calls 'Hansel and Gretel' another classic fairytale.","","""Hansel and Gretel"" is another classic fairytale that has captured the imaginations of readers for generations.","Ch_000004","{
 ""TemporalQualifier"": ""for generations"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""is"",
 ""OtherQualifier"": ""AudienceEffect: captured the imaginations of readers""
}","The term 'classic fairytale' categorizes the work 'Hansel and Gretel.'"
"RelR_890124d5a774","Can_4f769866","Can_356acc7b","collected","collects_story","Links a collector or editor (e.g., the Brothers Grimm) to an individual tale or story that they gathered or recorded as part of a larger body of work, without implying original authorship.","textual_collection_relation","AGENCY","authorship/collection","0.98","Collectors (Brothers Grimm) as subject, work as object.","Phrase 'also collected by the Brothers Grimm' directly states this.","","This tale, also collected by the Brothers Grimm, tells the story of two siblings","Ch_000004","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""as part of their fairy tale collection"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""also"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The Brothers Grimm collected the tale 'Hansel and Gretel.'"
"RelR_1a769b8c3d26","Can_356acc7b","En_1c09060a","features_characters","features_character","The narrative work includes the referenced character or group of characters as part of its story.","narrative_character_inclusion_relation","COMPOSITION","narrative inclusion","0.9","Work as subject that features its main characters.","The sentence says the tale 'tells the story of two siblings' referring to Hansel and Gretel.","Characters entity is the canonical sibling duo mentioned as 'two siblings.'","tells the story of two siblings who are abandoned in the woods by their parents","Ch_000004","{
 ""TemporalQualifier"": ""throughout the narrative"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""two siblings who are abandoned in the woods"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The tale 'Hansel and Gretel' tells the story of the sibling characters Hansel and Gretel."
"RelR_2f2bf5b8e108","En_1c09060a","En_ba7ff3d5","is_abandoned_in","is_in_location","The subject is situated in or located within the object place at a specific time or during an event.","spatial_location_relation","SPATIALITY","spatial event","0.97","Characters (subject) experiencing abandonment in a specific location.","The text states the two siblings 'are abandoned in the woods.'","","two siblings who are abandoned in the woods by their parents","Ch_000004","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in the woods"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""by their parents"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The siblings Hansel and Gretel are abandoned in the woods."
"RelR_9e8116a39d71","En_1c09060a","En_55e4d0e5","discovers","discovers","An agent encounters or finds an entity or location previously unknown or not in their possession within the narrative.","narrative_event_relation","AGENCY","discovery","0.96","Discoverers (siblings) as subject, discovered object as tail.","Phrase 'stumble upon a house made of sweets' indicates discovery by the siblings.","","and stumble upon a house made of sweets belonging to a cannibalistic witch.","Ch_000004","{
 ""TemporalQualifier"": ""after being abandoned in the woods"",
 ""SpatialQualifier"": ""in the woods"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""after"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Hansel and Gretel discover a house made of sweets."
"RelR_be9a11a641ce","En_55e4d0e5","En_ba7ff3d5","located_in","is_in_location","The subject is situated in or located within the object place at a specific time or during an event.","spatial_location_relation","SPATIALITY","spatial containment","0.78","Implied location since they discover the house after being abandoned in the woods.","They are abandoned in the woods and there stumble upon the house, implying the house is in the same woods.","Location is inferred rather than explicitly stated.","abandoned in the woods by their parents and stumble upon a house made of sweets","Ch_000004","{
 ""TemporalQualifier"": ""after their abandonment"",
 ""SpatialQualifier"": ""in the same woods"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""discovered by the siblings"",
 ""UncertaintyQualifier"": ""implied, not directly stated"",
 ""CausalHint"": ""and"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The house made of sweets is located in the woods where the siblings are abandoned."
"RelR_f0567da37f57","En_25671ad3","En_55e4d0e5","owns","owns","The subject has ownership or possession of the object.","ownership_relation","POSSESSION","possession","0.98","Owner (witch) as subject, possessed house as object.","The house is described as 'belonging to a cannibalistic witch.'","","a house made of sweets belonging to a cannibalistic witch.","Ch_000004","{
 ""TemporalQualifier"": ""at the time the siblings find it"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""belonging to"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The cannibalistic witch owns the house made of sweets."
"RelR_a8668b9dda59","En_25671ad3","En_1c09060a","poses_threat_to","poses_threat_to","Subject poses a danger or harmful intent toward the object, creating an antagonistic or threatening situation.","adversarial_interaction_relation","INTERACTION","antagonistic","0.55","Typical narrative role inferred from 'cannibalistic witch' owning the house the siblings discover.","The witch is cannibalistic and owns the house they find, strongly implying danger to the siblings in this tale.","Relation added to capture implied antagonism; not explicitly stated in this short excerpt.","stumble upon a house made of sweets belonging to a cannibalistic witch.","Ch_000004","{
 ""TemporalQualifier"": ""after they stumble upon her house"",
 ""SpatialQualifier"": ""at the house made of sweets"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""implied by role, not directly mentioned"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","As a cannibalistic witch whose house the siblings enter, she poses a threat to Hansel and Gretel."
"RelR_aa174f6181fa","En_83165754","En_6901e5e0","outsmarts","outsmarts","Subject defeats or overcomes the object primarily through superior cleverness, wit, or strategy in an adversarial context.","adversarial_interaction_relation","INTERACTION","adversarial","0.92","Direction chosen from protagonist (Hansel) to antagonist (witch) performing the outsmarting.","The sentence explicitly states that Hansel and Gretel outsmart the witch, implying each child participates in outsmarting her.","","Through their wit and bravery, Hansel and Gretel outsmart the witch and find their way back home.","Ch_000005","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""at the witch's dwelling in the Hansel and Gretel tale"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""Through their wit and bravery"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""NarrativeOutcome: children escape and return home after outsmarting the witch""
}","Hansel outsmarts the witch in the Hansel and Gretel story."
"RelR_d7d09c3226bb","En_11396df5","En_6901e5e0","outsmarts","outsmarts","Subject defeats or overcomes the object primarily through superior cleverness, wit, or strategy in an adversarial context.","adversarial_interaction_relation","INTERACTION","adversarial","0.92","Direction chosen from protagonist (Gretel) to antagonist (witch) performing the outsmarting.","Hansel and Gretel are jointly described as outsmarting the witch, so both children are agents in this action.","","Through their wit and bravery, Hansel and Gretel outsmart the witch and find their way back home.","Ch_000005","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""at the witch's dwelling in the Hansel and Gretel tale"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""Through their wit and bravery"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""NarrativeOutcome: children escape and return home after outsmarting the witch""
}","Gretel outsmarts the witch in the Hansel and Gretel story."
"RelR_0da0ef612106","En_4fda0e3e","En_83165754","features_character","features_character","The narrative work includes the referenced character or group of characters as part of its story.","narrative_character_inclusion_relation","COMPOSITION","composition","0.9","Story is treated as a composite entity that includes its characters.","Hansel is explicitly introduced as one of the two child protagonists in the fairytale Hansel and Gretel.","Captures story–character inclusion even though this may also be modeled as a node property elsewhere.","Hansel and Gretel outsmart the witch and find their way back home.","Ch_000005","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Role: child protagonist""
}","The Hansel and Gretel fairytale features Hansel as one of its child protagonists."
"RelR_bf9e445102d1","En_4fda0e3e","En_11396df5","features_character","features_character","The narrative work includes the referenced character or group of characters as part of its story.","narrative_character_inclusion_relation","COMPOSITION","composition","0.9","Story is treated as a composite entity that includes its characters.","Gretel is explicitly described as one of the two child protagonists in the Hansel and Gretel fairytale.","Captures story–character inclusion.","Hansel and Gretel outsmart the witch and find their way back home.","Ch_000005","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Role: child protagonist""
}","The Hansel and Gretel fairytale features Gretel as one of its child protagonists."
"RelR_04ee90c32288","En_4fda0e3e","En_6901e5e0","features_character","features_character","The narrative work includes the referenced character or group of characters as part of its story.","narrative_character_inclusion_relation","COMPOSITION","composition","0.9","Story to character direction to indicate inclusion of an antagonist.","The witch is referenced as being outsmarted by Hansel and Gretel, identifying her as a central character in the story.","Captures antagonist inclusion.","Hansel and Gretel outsmart the witch and find their way back home.","Ch_000005","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Role: antagonist witch""
}","The Hansel and Gretel fairytale features the witch as its main antagonist."
"RelR_cca6af7d5b7b","En_4fda0e3e","En_9da35bc5","originates_from","originates_from","Indicates that the subject (such as a narrative, tradition, or concept) historically originates from, or is grounded in, the object as its source cultural, folkloric, or geographic context.","narrative_origin_relation","CAUSALITY","origin","0.96","Direction from specific tale to broader folkloric tradition it comes from.","The text explicitly states that the story of Hansel and Gretel is believed to have originated from European folklore.","","The story of ""Hansel and Gretel"" is believed to have originated from European folklore","Ch_000005","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""within European cultural traditions"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""believed to have"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ScholarlyView: folkloric origin hypothesis""
}","The Hansel and Gretel story is believed to originate from European folklore."
